time="2024-07-25 16:27:00" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-07-25 16:27:17" level=info msg="| 200 |     3.25975ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:37:16" level=info msg="| 200 |    2.576209ms |             ::1 | GET | /main |"
time="2024-07-25 16:37:16" level=info msg="| 200 |      18.791µs |             ::1 | POST | /check_auth |"
time="2024-07-25 16:37:16" level=info msg="| 200 |    3.067958ms |             ::1 | GET | /chat_main |"
time="2024-07-25 16:37:16" level=info msg="| 200 |       1.542ms |             ::1 | GET | /login |"
time="2024-07-25 16:37:43" level=info msg="| 200 |    2.698625ms |             ::1 | GET | /login |"
time="2024-07-25 16:38:45" level=info msg="| 200 |    2.364167ms |             ::1 | GET | /chatIndex |"
time="2024-07-25 16:38:45" level=info msg="| 200 |   10.167875ms |             ::1 | POST | /visitor_login |"
time="2024-07-25 16:38:45" level=info msg="| 200 |       3.794ms |             ::1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=df4ed57e-2631-47e4-95bb-9a0b728f35bc |"
time="2024-07-25 16:38:45" level=info msg="| 200 |    2.238833ms |             ::1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:38:49" level=info msg="| 200 |   11.276458ms |             ::1 | POST | /2/message |"
time="2024-07-25 16:38:56" level=info msg="| 200 |    4.946834ms |             ::1 | GET | /login |"
time="2024-07-25 16:39:21" level=info msg="| 200 |   10.595792ms |             ::1 | POST | /2/message |"
time="2024-07-25 16:39:29" level=info msg="| 200 |    9.238583ms |             ::1 | POST | /2/message |"
time="2024-07-25 16:39:48" level=info msg="| 200 |    3.635208ms |             ::1 | GET | /chat_main |"
time="2024-07-25 16:39:48" level=info msg="| 200 |      19.584µs |             ::1 | GET | /kefuinfo |"
time="2024-07-25 16:39:48" level=info msg="| 200 |       8.041µs |             ::1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:39:48" level=info msg="| 200 |       6.542µs |             ::1 | GET | /replys |"
time="2024-07-25 16:39:48" level=info msg="| 200 |       7.709µs |             ::1 | GET | /ipblacks |"
time="2024-07-25 16:39:48" level=info msg="| 200 |    2.301208ms |             ::1 | GET | /login |"
time="2024-07-25 16:40:54" level=info msg="| 404 |          83ns |             ::1 | GET | /websocket.html |"
time="2024-07-25 16:40:54" level=info msg="| 200 | 2m9.344507833s |             ::1 | GET | /ws_visitor?visitor_id=df4ed57e-2631-47e4-95bb-9a0b728f35bc |"
time="2024-07-25 16:42:01" level=info msg="| 404 |         125ns |       127.0.0.1 | GET | //go-fly/static/demos/websocket.html |"
time="2024-07-25 16:43:10" level=info msg="| 200 |    4.331542ms |             ::1 | GET | / |"
time="2024-07-25 16:43:14" level=info msg="| 200 |    3.891834ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:43:14" level=info msg="| 200 |    8.430708ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:43:14" level=info msg="| 200 |    2.107875ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:43:14" level=info msg="| 200 |    1.328458ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:43:18" level=info msg="| 200 |  3.566065042s |       127.0.0.1 | GET | /ws_visitor?visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:44:24" level=info msg="| 200 |    2.683041ms |             ::1 | GET | / |"
time="2024-07-25 16:44:24" level=info msg="| 404 |         125ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:25" level=info msg="| 200 |     2.45425ms |             ::1 | GET | /login |"
time="2024-07-25 16:44:25" level=info msg="| 404 |         125ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:31" level=info msg="| 404 |         125ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:34" level=info msg="| 200 |    2.455875ms |             ::1 | GET | / |"
time="2024-07-25 16:44:34" level=info msg="| 404 |         250ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:36" level=info msg="| 200 |    3.047584ms |             ::1 | GET | /login |"
time="2024-07-25 16:44:36" level=info msg="| 404 |          83ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:52" level=info msg="| 200 |    3.384042ms |             ::1 | GET | / |"
time="2024-07-25 16:44:52" level=info msg="| 404 |         292ns |             ::1 | GET | /install |"
time="2024-07-25 16:44:55" level=info msg="| 200 |      2.1365ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:44:55" level=info msg="| 200 |   12.695625ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:44:55" level=info msg="| 200 |    8.033542ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:44:55" level=info msg="| 200 |    1.855416ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:45:02" level=info msg="| 200 |    5.071375ms |             ::1 | GET | /login |"
time="2024-07-25 16:45:02" level=info msg="| 404 |          84ns |             ::1 | GET | /install |"
time="2024-07-25 16:45:13" level=info msg="| 200 |    2.711583ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu3 |"
time="2024-07-25 16:45:13" level=info msg="| 200 |    4.196666ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:45:13" level=info msg="| 200 | 17.629562209s |       127.0.0.1 | GET | /ws_visitor?visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:45:18" level=info msg="| 200 |    2.206959ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu1 |"
time="2024-07-25 16:45:18" level=info msg="| 200 |    5.642375ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:45:20" level=info msg="| 200 |    1.952292ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:45:21" level=info msg="| 200 |   14.598959ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:45:21" level=info msg="| 200 |    3.091125ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:45:21" level=info msg="| 200 |    1.055459ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:45:23" level=info msg="| 200 |    2.912125ms |       127.0.0.1 | GET | /2/messagesPages?page=2&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:45:34" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-07-25 16:45:34" level=info msg="| 200 |     965.291µs |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:45:46" level=info msg="| 404 |         125ns |             ::1 | GET | /install |"
time="2024-07-25 16:45:58" level=info msg="| 200 |      2.6455ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:45:58" level=info msg="| 200 |    8.909959ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:45:58" level=info msg="| 200 |    2.972291ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:45:58" level=info msg="| 200 |      1.6065ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:45:58" level=info msg="| 200 | 24.272579583s |       127.0.0.1 | GET | /ws_visitor?visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:47:22" level=info msg="| 404 |          83ns |             ::1 | GET | /install |"
time="2024-07-25 16:47:25" level=info msg="| 200 |    4.456417ms |             ::1 | GET | / |"
time="2024-07-25 16:47:25" level=info msg="| 404 |         125ns |             ::1 | GET | /install |"
time="2024-07-25 16:47:26" level=info msg="| 200 |    2.621292ms |             ::1 | GET | /login |"
time="2024-07-25 16:47:26" level=info msg="| 404 |          83ns |             ::1 | GET | /install |"
time="2024-07-25 16:47:41" level=info msg="start server...\r\ngo：http://0.0.0.0:8081"
time="2024-07-25 16:47:42" level=info msg="| 200 |    2.087833ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:47:43" level=info msg="| 200 |    1.714333ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:47:50" level=info msg="| 200 |    2.577417ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:47:50" level=info msg="| 200 |    7.017125ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:47:50" level=info msg="| 200 |    2.611666ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:47:50" level=info msg="| 200 |    1.620709ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:48:04" level=info msg="| 200 |    2.246917ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:48:29" level=info msg="| 200 |    3.119416ms |       127.0.0.1 | GET | /main |"
time="2024-07-25 16:48:29" level=info msg="| 200 |      14.333µs |       127.0.0.1 | POST | /check_auth |"
time="2024-07-25 16:48:29" level=info msg="| 200 |    1.533584ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:48:29" level=info msg="| 200 |     921.125µs |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:48:40" level=info msg="| 200 |    2.158958ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:48:54" level=info msg="| 200 | 1m3.897582042s |       127.0.0.1 | GET | /ws_visitor?visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:53:06" level=info msg="| 200 |    2.830167ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:54:46" level=info msg="| 200 |     2.56375ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:55:28" level=info msg="| 404 |         125ns |       127.0.0.1 | GET | /install |"
time="2024-07-25 16:55:40" level=info msg="| 200 |    2.963625ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:56:17" level=info msg="| 200 |    2.884875ms |       127.0.0.1 | POST | /check |"
time="2024-07-25 16:56:21" level=info msg="| 200 |    2.824666ms |       127.0.0.1 | POST | /check |"
time="2024-07-25 16:56:25" level=info msg="| 200 |    2.690833ms |       127.0.0.1 | POST | /check |"
time="2024-07-25 16:56:35" level=info msg="| 200 |    2.439292ms |       127.0.0.1 | GET | /main |"
time="2024-07-25 16:56:36" level=info msg="| 200 |      21.166µs |       127.0.0.1 | POST | /check_auth |"
time="2024-07-25 16:56:36" level=info msg="| 200 |     5.40425ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:56:36" level=info msg="| 200 |    1.743125ms |       127.0.0.1 | GET | /login |"
time="2024-07-25 16:57:35" level=info msg="| 200 |   11.485625ms |       127.0.0.1 | POST | /check |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    5.937625ms |       127.0.0.1 | GET | /main |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    1.520417ms |       127.0.0.1 | POST | /check_auth |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    3.852375ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:57:35" level=info msg="| 200 |     146.083µs |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    3.114375ms |       127.0.0.1 | GET | /kefuinfo |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    2.079041ms |       127.0.0.1 | GET | /ipblacks |"
time="2024-07-25 16:57:35" level=info msg="| 200 |    5.646916ms |       127.0.0.1 | GET | /replys |"
time="2024-07-25 16:57:37" level=info msg="| 200 |    4.540958ms |       127.0.0.1 | GET | /pannel |"
time="2024-07-25 16:57:37" level=info msg="| 200 |   2.07879325s |       127.0.0.1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcyMTg5Nzg1NSwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.6RjSeDodjR-b603qQyTVltWjits5VNz74uh1pXizYuc |"
time="2024-07-25 16:57:37" level=info msg="| 200 |    2.373916ms |       127.0.0.1 | GET | /kefu/chartStatistics |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    2.894166ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:57:38" level=info msg="| 200 |      39.375µs |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    3.691875ms |       127.0.0.1 | GET | /kefuinfo |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    4.877625ms |       127.0.0.1 | GET | /replys |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    5.256458ms |       127.0.0.1 | GET | /ipblacks |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    4.892459ms |       127.0.0.1 | GET | /setting |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    400.5385ms |       127.0.0.1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcyMTg5Nzg1NSwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.6RjSeDodjR-b603qQyTVltWjits5VNz74uh1pXizYuc |"
time="2024-07-25 16:57:38" level=info msg="| 200 |     3.00925ms |       127.0.0.1 | GET | /setting_statistics |"
time="2024-07-25 16:57:38" level=info msg="| 200 |    1.943375ms |       127.0.0.1 | GET | /statistics |"
time="2024-07-25 16:57:40" level=info msg="| 200 |    4.019334ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:57:40" level=info msg="| 200 |      42.375µs |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:57:40" level=info msg="| 200 |      3.5375ms |       127.0.0.1 | GET | /kefuinfo |"
time="2024-07-25 16:57:40" level=info msg="| 200 |    1.342125ms |       127.0.0.1 | GET | /ipblacks |"
time="2024-07-25 16:57:40" level=info msg="| 200 |     3.06975ms |       127.0.0.1 | GET | /replys |"
time="2024-07-25 16:57:40" level=info msg="| 200 |    3.931916ms |       127.0.0.1 | GET | /pannel |"
time="2024-07-25 16:57:40" level=info msg="| 200 |  749.668667ms |       127.0.0.1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcyMTg5Nzg1NSwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.6RjSeDodjR-b603qQyTVltWjits5VNz74uh1pXizYuc |"
time="2024-07-25 16:57:41" level=info msg="| 200 |    1.515792ms |       127.0.0.1 | GET | /kefu/chartStatistics |"
time="2024-07-25 16:57:41" level=info msg="| 200 |    4.680917ms |       127.0.0.1 | GET | /chat_main |"
time="2024-07-25 16:57:41" level=info msg="| 200 |       51.75µs |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:57:41" level=info msg="| 200 |    3.955792ms |       127.0.0.1 | GET | /kefuinfo |"
time="2024-07-25 16:57:41" level=info msg="| 200 |    3.518916ms |       127.0.0.1 | GET | /replys |"
time="2024-07-25 16:57:41" level=info msg="| 200 |    4.743334ms |       127.0.0.1 | GET | /ipblacks |"
time="2024-07-25 16:57:42" level=info msg="| 200 |    2.669792ms |       127.0.0.1 | GET | /visitors?page=1 |"
time="2024-07-25 16:57:43" level=info msg="| 200 |      94.208µs |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:57:47" level=info msg="| 200 |   10.817709ms |       127.0.0.1 | DELETE | /reply_content?id=1 |"
time="2024-07-25 16:57:47" level=info msg="| 200 |    1.971834ms |       127.0.0.1 | GET | /replys |"
time="2024-07-25 16:58:13" level=info msg="| 200 |    7.342834ms |       127.0.0.1 | GET | /chatIndex?kefu_id=kefu2 |"
time="2024-07-25 16:58:13" level=info msg="| 200 |    8.365875ms |       127.0.0.1 | POST | /visitor_login |"
time="2024-07-25 16:58:13" level=info msg="send_kefu_message <nil> {\"type\":\"notice\",\"data\":{\"avator\":\"/static/images/2.png\",\"content\":\"本機地址本機地址網友来了\",\"username\":\"本機地址本機地址網友\"}}"
time="2024-07-25 16:58:13" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"新訪客\",\"uid\":\"3a28bab0-b836-490d-a898-3525ed045007\",\"username\":\"本機地址本機地址網友\"}}"
time="2024-07-25 16:58:13" level=info msg="| 200 |    1.899792ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=5&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:58:13" level=info msg="send_kefu_message <nil> {\"type\":\"userOnline\",\"data\":{\"avator\":\"/static/images/2.png\",\"last_message\":\"新訪客\",\"uid\":\"3a28bab0-b836-490d-a898-3525ed045007\",\"username\":\"本機地址本機地址網友\"}}"
time="2024-07-25 16:58:13" level=info msg="| 200 |    1.400084ms |       127.0.0.1 | GET | /notice?kefu_id=kefu2 |"
time="2024-07-25 16:58:23" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"本機地址本機地址網友\",\"avator\":\"/static/images/2.png\",\"id\":\"3a28bab0-b836-490d-a898-3525ed045007\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-07-25 16:58:23\",\"to_id\":\"kefu2\",\"content\":\"hi\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"no\"}}"
time="2024-07-25 16:58:23" level=info msg="| 200 |   13.390125ms |       127.0.0.1 | POST | /2/message |"
time="2024-07-25 16:58:27" level=info msg="| 200 |    3.057083ms |       127.0.0.1 | GET | /visitor?visitorId=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:58:27" level=info msg="| 200 |    4.134916ms |       127.0.0.1 | GET | /2/messagesPages?page=1&pagesize=15&visitor_id=3a28bab0-b836-490d-a898-3525ed045007 |"
time="2024-07-25 16:58:40" level=info msg="send_kefu_message <nil> {\"type\":\"message\",\"data\":{\"name\":\"智能客服系统\",\"avator\":\"/static/images/4.jpg\",\"id\":\"3a28bab0-b836-490d-a898-3525ed045007\",\"visitor_id\":\"\",\"group\":\"\",\"time\":\"2024-07-25 16:58:40\",\"to_id\":\"3a28bab0-b836-490d-a898-3525ed045007\",\"content\":\"請問有什麼幫助你的嗎\",\"city\":\"\",\"client_ip\":\"\",\"refer\":\"\",\"is_kefu\":\"yes\"}}"
time="2024-07-25 16:58:40" level=info msg="| 200 |   12.612417ms |       127.0.0.1 | POST | /2/message |"
time="2024-07-25 16:58:49" level=info msg="| 200 |    3.630583ms |       127.0.0.1 | GET | /visitors?page=1 |"
time="2024-07-25 16:58:49" level=info msg="| 200 |    3.733167ms |       127.0.0.1 | GET | /visitors_kefu_online |"
time="2024-07-25 16:58:50" level=info msg="| 200 |    7.466792ms |       127.0.0.1 | GET | /pannel |"
time="2024-07-25 16:58:50" level=info msg="| 200 | 1m9.07328975s |       127.0.0.1 | GET | /ws_kefu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjcmVhdGVfdGltZSI6MTcyMTg5Nzg1NSwia2VmdV9pZCI6MSwibmFtZSI6ImtlZnUyIiwicm9sZV9pZCI6MSwidHlwZSI6ImtlZnUifQ.6RjSeDodjR-b603qQyTVltWjits5VNz74uh1pXizYuc |"
time="2024-07-25 16:58:50" level=info msg="| 200 |    1.978584ms |       127.0.0.1 | GET | /kefu/chartStatistics |"
time="2024-07-25 16:58:52" level=info msg="| 200 |    4.823958ms |       127.0.0.1 | GET | /chat_main |"
